date,total_auto_sales,cpi_inflation,repo_rate,auto_sales_yoy,signal_demand,real_rate,signal_rates,alpha_signal,proxy_return,position,strategy_return,cum_return
2018-12-01,268643,2.11,6.5,0.08822707331596868,0.6704869282229198,4.390000000000001,-2.156316464763303,-0.4602344289715693,0.022098113578301708,-1.0,-0.022098113578301708,0.9779018864216983
2019-01-01,253347,1.97,6.5,-0.03348046527775128,0.28838133524084403,4.53,-2.2506204114322226,-0.7272193634283826,-0.0856640122328899,-1.0,0.0856640122328899,1.061672885582693
2019-02-01,253378,2.57,6.5,-0.01591986857078498,0.34351351764602395,3.93,-1.8464606399939942,-0.5324761454099833,-0.07624589162565165,-1.0,0.07624589162565165,1.1426210813587239
2019-03-01,254249,2.86,6.5,-0.002765204703593538,0.38481310102049565,3.64,-1.651116750465517,-0.4295588395739095,-0.018114376462048637,-1.0,0.018114376462048637,1.1633189497799288
2019-04-01,258264,2.99,6.5,0.055961926100982495,0.56918923251985,3.51,-1.563548799987234,-0.28390598048298366,-0.04064155601672119,-1.0,0.04064155601672119,1.2105980420427231
2019-05-01,264938,3.05,6.5,0.07971814799268073,0.6437728232967775,3.45,-1.5231328228434113,-0.2229894351592981,0.025712366629763693,-1.0,-0.025712366629763693,1.1794707013444465
2019-06-01,237010,3.18,6.5,0.08068303581606373,0.6468021264786099,3.32,-1.4355648723651284,-0.18614467305888543,-0.03540120377606055,-1.0,0.03540120377606055,1.2212253839906342
2019-07-01,234417,3.15,6.5,-0.017679645988031956,0.337988627394334,3.35,-1.45577286093704,-0.37951596793821557,-0.060615185066764575,-1.0,0.060615185066764575,1.2952501866494572
2019-08-01,242885,3.28,6.5,0.04110229065221871,0.5225368239652632,3.22,-1.3682049104587573,-0.233759869804345,0.0832824384460777,-1.0,-0.0832824384460777,1.187378592707553
2019-09-01,258108,3.99,6.5,-0.01792862034852749,0.3372069626202886,2.51,-0.8899491809235198,-0.1536554947972348,-0.001288815024326784,-1.0,0.001288815024326784,1.1889089040773986
2019-10-01,315665,4.62,6.5,0.06966649271787095,0.6122152571541098,1.88,-0.46558142091338,0.18109658592711386,0.013376410234396192,1.0,0.013376410234396192,1.2048122373096644
2019-11-01,319099,5.54,6.5,-0.019951166326264258,0.33085710016241376,0.96,0.15413022862523698,0.26016635154754303,-0.061237409310672834,1.0,-0.061237409310672834,1.131032657191025
2019-12-01,269212,7.35,6.5,0.0021180525827957375,0.4001442788806327,-0.8499999999999996,1.3733455391305593,0.7894247829806034,-0.017219136226259132,1.0,-0.017219136226259132,1.1115572517905048
2020-01-01,279021,7.59,6.5,0.10133926985517894,0.7116531837548592,-1.0899999999999999,1.535009447705851,1.0409956893352559,0.015546129485493304,1.0,0.015546129485493304,1.128837664757379
2020-02-01,263999,6.58,6.5,0.04191760926362975,0.5250965487373047,-0.08000000000000007,0.8546738324514997,0.6569274622229827,-0.04754967887111514,1.0,-0.04754967887111514,1.075161796300546
2020-03-01,273453,5.84,6.5,0.07553225381417428,0.6306310442770106,0.6600000000000001,0.3562101143443511,0.5208626723039468,0.0287849009172836,1.0,0.0287849009172836,1.1061102220771057
2020-04-01,179132,7.22,6.5,-0.3063996530681783,-0.5684591636452997,-0.7199999999999998,1.2857775886522766,0.17323553727373092,-0.02003193449594025,1.0,-0.02003193449594025,1.0839526945631672
2020-05-01,110137,6.27,6.5,-0.5842914191244744,-1.4409112671114388,0.23000000000000043,0.645857950541748,-0.6062035800501641,-0.0045846874896638395,-1.0,0.0045846874896638395,1.0889222789213184
2020-06-01,68217,6.23,6.5,-0.712176701405004,-1.8424121288008999,0.2699999999999996,0.6189139657792,-0.8578816909688599,-0.020085330611469845,-1.0,0.020085330611469845,1.1107936429036482
2020-07-01,55477,6.73,6.5,-0.76334054270808,-2.003043016141526,-0.23000000000000043,0.9557137753110572,-0.8195402995604926,0.10261390922544689,-1.0,-0.10261390922544689,0.9968107648625298
2020-08-01,46641,6.69,6.5,-0.8079708504024539,-2.1431616183544797,-0.1900000000000004,0.9287697905485085,-0.9143890547932843,0.009325138763103305,-1.0,-0.009325138763103305,0.9875153661596316
2020-09-01,48120,7.27,6.5,-0.813566414059231,-2.1607291100139663,-0.7699999999999996,1.3194575696054622,-0.7686544381661948,-0.04288554644779502,-1.0,0.04288554644779502,1.029865502262982
2020-10-01,58026,7.61,6.5,-0.8161785437093121,-2.1689299935452824,-1.1100000000000003,1.5484814400871254,-0.6819654200923191,0.05112724560515946,-1.0,-0.05112724560515946,0.9772113157885015
2020-11-01,57342,6.93,6.5,-0.8203002829842776,-2.181870355728069,-0.4299999999999997,1.0904336991237995,-0.8729487337873216,-0.051042182498551115,-1.0,0.051042182498551115,1.0270903141086276
2020-12-01,45598,4.59,6.5,-0.830624192086534,-2.2142826734447163,1.9100000000000001,-0.4857894094852916,-1.5228853678609464,0.020443179750237774,-1.0,-0.020443179750237774,1.0060933221975767
2021-01-01,44782,4.06,6.5,-0.8395031198368581,-2.242158415508714,2.4400000000000004,-0.8427972075890603,-1.6824139323408525,-0.08798350619398879,-1.0,0.08798350619398879,1.0946129402428781
2021-02-01,47674,5.03,6.5,-0.8194159826362979,-2.179094060087361,1.4699999999999998,-0.18940557709725708,-1.3832186668913193,-0.05640930244492153,-1.0,0.05640930244492153,1.1563592926491635
2021-03-01,46684,5.52,6.5,-0.8292796202638113,-2.210061337448895,0.9800000000000004,0.1406582362439624,-1.269773507971752,0.019843061793456178,-1.0,-0.019843061793456178,1.1334135837496888
2021-04-01,45338,4.23,6.5,-0.7469017261014224,-1.951432706377734,2.2699999999999996,-0.7282852723482283,-1.4621737327659314,0.046923328999770524,-1.0,-0.046923328999770524,1.0802300452665932
2021-05-01,47250,6.3,6.5,-0.5709888593297439,-1.3991473586693097,0.20000000000000018,0.6660659391136596,-0.5730620395561219,0.018568414059498526,-1.0,-0.018568414059498526,1.0601718865065723
2021-06-01,40697,6.26,6.5,-0.4034185027192635,-0.8730536489558394,0.2400000000000002,0.6391219543511111,-0.2681834076330592,0.0042175858805879735,-1.0,-0.0042175858805879735,1.055700520527046
2021-07-01,44578,5.59,6.5,-0.19645979414892656,-0.2232986627420791,0.9100000000000001,0.1878102095784226,-0.058855113813878424,-0.00505518477946444,-1.0,0.00505518477946444,1.061037281730087
2021-08-01,41928,5.3,6.5,-0.10104843378143691,0.07624904688785934,1.2000000000000002,-0.007533679950054553,0.04273595615269378,-0.06392609951837137,1.0,-0.06392609951837137,0.9932093068655072
2021-09-01,48673,4.35,6.5,0.0114921030756443,0.4295744782224395,2.1500000000000004,-0.6474533180605831,-0.0012366402907695861,-0.02599221041973543,-1.0,0.02599221041973543,1.019025012160395
2021-10-01,56577,4.48,6.5,-0.02497156447109916,0.3150953631960461,2.0199999999999996,-0.5598853675822998,-0.0348969291152923,-0.013031938547989378,-1.0,0.013031938547989378,1.0323048834977333
2021-11-01,57967,4.91,6.5,0.010899515189564335,0.4277140253020954,1.5899999999999999,-0.27023753138490286,0.14853340262729609,0.06285611131094579,1.0,0.06285611131094579,1.0971915541617
2021-12-01,48593,5.66,6.5,0.06568270538181498,0.5997080004964955,0.8399999999999999,0.23496218291288276,0.45380967346305046,0.027180914478423072,1.0,0.027180914478423072,1.127014223961817
2022-01-01,46996,6.01,6.5,0.04943950694475463,0.5487118416518311,0.4900000000000002,0.4707220495851825,0.5175159248251716,-0.0781520077681367,1.0,-0.0781520077681367,1.0389357995759525
2022-02-01,50970,6.07,6.5,0.06913621680580606,0.6105504351211867,0.4299999999999997,0.5111380267290057,0.5707854717643143,0.026204198469739752,1.0,0.026204198469739752,1.0661602794653584
2022-03-01,50187,6.95,6.5,0.07503641504584002,0.6290743390080763,-0.4500000000000002,1.103905691505074,0.8190068800068754,-0.009254114020815827,1.0,-0.009254114020815827,1.0562939106747211
2022-04-01,51157,7.79,6.5,0.1283470819180379,0.7964452694602197,-1.29,1.669729371518594,1.1457589102835692,-0.02384610001529794,1.0,-0.02384610001529794,1.0311054204352215
2022-05-01,51105,7.04,6.5,0.08158730158730165,0.6496411043490414,-0.54,1.1645296572208081,0.8555965254977481,0.0405838144420434,1.0,0.0405838144420434,1.0729516114883497
2022-06-01,40344,7.01,6.5,-0.008673858023932945,0.3662626520772262,-0.5099999999999998,1.1443216686488966,0.6774862587058943,0.061549976124797554,1.0,0.061549976124797554,1.1389917575585207
2022-07-01,41775,6.71,6.5,-0.06287854995737807,0.19608489486549247,-0.20999999999999996,0.9422417829297826,0.4945476500912085,0.05656400595580993,1.0,0.05656400595580993,1.2034176941166792
2022-08-01,38560,7.0,6.5,-0.08032818164472433,0.1413010914934612,-0.5,1.1375856724582596,0.5398149238793806,-0.031960876161131926,1.0,-0.031960876161131926,1.1649554102249011
2022-09-01,48297,7.41,6.5,-0.007725022086166877,0.3692415597343195,-0.9100000000000001,1.4137615162743826,0.7870495423503447,-0.005460618792560729,1.0,-0.005460618792560729,1.1585940328193316
2022-10-01,57242,6.77,6.5,0.01175389292468676,0.4303963777256328,-0.2699999999999996,0.9826577600736051,0.6513009306648216,0.0265631715701782,1.0,0.0265631715701782,1.189369964893296
2022-11-01,59114,5.88,6.5,0.01978712025807794,0.45561701014703027,0.6200000000000001,0.38315409910689974,0.42663184573097807,0.05877725635611796,1.0,0.05877725635611796,1.2592778682220964
2022-12-01,49742,5.72,6.5,0.0236453810219579,0.4677301712058794,0.7800000000000002,0.27537816005670535,0.3907893667462098,-0.013958711892264499,1.0,-0.013958711892264499,1.2416999712672792
2023-01-01,49312,6.52,6.5,0.04928078985445561,0.5482135431190874,-0.019999999999999574,0.8142578553076766,0.6546312679945231,0.0007170511668091444,1.0,0.0007170511668091444,1.242590333680503
2023-02-01,52296,6.44,6.5,0.02601530311948208,0.4751706346221901,0.05999999999999961,0.76036988578258,0.589250335086346,-0.04531674870030141,1.0,-0.04531674870030141,1.18628017979168
2023-03-01,50070,5.66,6.5,-0.0023312810090262426,0.3861754214859115,0.8399999999999999,0.23496218291288276,0.3256901260567,-0.04981033120403354,1.0,-0.04981033120403354,1.1271911711354758
2023-04-01,49847,4.7,6.5,-0.0256074437515883,0.31309899524428425,1.7999999999999998,-0.41169345138828284,0.023182016591257404,0.050626291119709906,1.0,0.050626291119709906,1.1842566795129472
2023-05-01,51349,4.31,6.5,0.004774483905684468,0.4084842492520402,2.1900000000000004,-0.6743973028231317,-0.02466837157802859,0.07781200142854114,-1.0,-0.07781200142854114,1.0921072970749264
2023-06-01,44510,4.87,6.5,0.10326194725361892,0.717689504889383,1.63,-0.2971815161474515,0.3117410964746492,0.006399493920983308,1.0,0.006399493920983308,1.0990962310836188
2023-07-01,47719,7.44,6.5,0.14228605625374025,0.8402072263253987,-0.9400000000000004,1.4339695048462942,1.0777121377337568,0.060176644894601214,1.0,0.060176644894601214,1.1652361546865324
2023-08-01,44494,6.83,6.5,0.15389004149377583,0.8766383933043013,-0.33000000000000007,1.0230737372174283,0.9352125308695521,0.02808180125238171,1.0,0.02808180125238171,1.1979580847945293
2023-09-01,54326,5.02,6.5,0.1248317700892394,0.785408810039708,1.4800000000000004,-0.1961415732878947,0.39278865670866686,-0.022255987730256215,1.0,-0.022255987730256215,1.1712963443579811
2023-10-01,64066,4.87,6.5,0.11921316515845004,0.7677689793963656,1.63,-0.2971815161474515,0.3417887811788387,0.028069780275420696,1.0,0.028069780275420696,1.204174375381513
2023-11-01,60687,5.55,6.5,0.026609601786378834,0.4770364586060363,0.9500000000000002,0.16086622481587398,0.35056836508997136,0.08690182832329846,1.0,0.08690182832329846,1.3088193302222326
2023-12-01,49727,5.69,6.5,-0.00030155602911019486,0.3925478227028183,0.8099999999999996,0.2551701714847944,0.33759676221560875,0.008208698044502423,1.0,0.008208698044502423,1.3195630328988348
2023-12-01,54141,5.69,6.5,0.09792748215444513,0.700941742396492,0.8099999999999996,0.2551701714847944,0.522633114031813,0.08823218279070032,1.0,0.08823218279070032,1.4359909596214155
2024-01-01,53746,5.1,6.5,0.027726785987455926,0.48054390224145294,1.4000000000000004,-0.1422536037627975,0.23142489983975273,-0.12098725520448723,1.0,-0.12098725520448723,1.2622543549183627
2024-02-01,54039,5.09,6.5,0.0792690233672857,0.6423627789125731,1.4100000000000001,-0.1489895999534345,0.32582182736617005,0.051095125218761195,1.0,0.051095125218761195,1.3267493992408432
2024-03-01,54440,4.85,6.5,0.09214195438040407,0.6827778509370331,1.6500000000000004,-0.31065350852872603,0.2854053071507294,0.014352353411908561,1.0,0.014352353411908561,1.3457913755077853
2024-04-01,50911,4.83,6.5,-0.0085298642622057,0.366714726142204,1.67,-0.32412550091000003,0.0903786353213224,-0.004950367523293373,1.0,-0.004950367523293373,1.3391292135893431
2024-05-01,52595,4.8,6.5,0.18164457425297686,0.9637748379356955,1.7000000000000002,-0.3443334894819116,0.4405315069686526,0.014588038826775115,1.0,0.014588038826775115,1.3586644825512533
2024-06-01,46322,5.08,6.5,-0.029275550619250246,0.3015828298038806,1.42,-0.1557255961440715,0.11865945942469977,-0.08937844573004465,1.0,-0.08937844573004465,1.237229162832207
2024-07-01,50085,3.6,6.5,0.12565739200791115,0.7880008824491761,2.9,-1.1526530323583684,0.011739316526158283,-0.000983594391875597,1.0,-0.000983594391875597,1.2360122311661803
2024-08-01,49086,3.65,6.5,-0.0964547362220668,0.09067114062325926,2.85,-1.1189730514051828,-0.39318653618811755,0.02785562857558732,-1.0,-0.02785562857558732,1.2015823335399323
2024-09-01,53138,5.49,6.5,-0.17057409546405267,-0.14202949601644907,1.0099999999999998,0.1204502476720514,-0.03703759854104888,0.0838947022370758,-1.0,-0.0838947022370758,1.1007759414542688
2024-10-01,62235,6.21,6.5,0.025507934153937484,0.4735777298466915,0.29000000000000004,0.6054419733979254,0.5263234272671851,-0.01591351091368237,1.0,-0.01591351091368237,1.0832587314964175
